# DE2000               RA2000                HD         Pol      e_Pol                  PA      e_PA   GLON       GLAT       E_B-V_   Vmag   Dist      PolRefs                 
  -10.890799999999999  150.14664             86796.0    0.2      0.05800000000000001    70.3    8.3    249.6684   33.7797    0.0      8.6    794.3     0000000000001000000000  
  -10.8707             297.25910999999996    187195.0   0.23     0.035                  106.0   4.4    29.5336    -17.659    0.0      6.0    114.8     0000000000001000000000  
  -10.8593             171.15251999999998    99167.0    0.07     0.035                  38.5    14.0   271.0397   46.5657    0.0      5.1    100.0     0000000000001000000000  
  -10.824399999999999  104.28910499999999    51480.0    0.37     0.2                    173.0   15.1   223.2248   -3.6593    0.4      7.0    158.5     0000000000000000010000  
  -10.809499999999998  276.08603999999997    ""         2.26     0.18000000000000002    72.0    2.3    20.2363    1.0077     0.9      9.6    3112.0    0000000000000010000000  
  -10.795699999999998  277.85706             170740.0   1.8      0.2                    78.0    3.2    21.0575    -0.526     0.3      5.7    311.0     0000000000000000010000  
  -10.7648             350.76928499999997    220339.0   0.023    0.029000000000000005   158.7   32.2   66.8947    -63.5487   ""       8.1    18.0      0000000100000000000000  
  -10.731399999999999  273.10273499999994    166734.0   3.186    0.028000000000000004   67.0    0.3    18.9198    3.6279     1.4      8.3    770.0     0000000000000000010001  
  -10.718499999999999  280.13407499999994    172427.0   0.78     0.2                    2.0     7.3    22.154     -2.4776    0.8      9.5    1875.0    0000000000000000010000  
  -10.686099999999998  27.396629999999995    11171.0    0.016    0.006000000000000001   10.7    10.6   165.4827   -68.6081   0.0      4.8    29.0      0000000100000000000000  
  -10.643699999999999  12.532184999999998    4813.0     0.0060   0.012000000000000002   3.6     45.0   121.799    -73.5126   0.0      5.2    17.0      0000000100000000000100  
  -10.609199999999998  11.047529999999998    4188.0     0.0080   0.0040                 141.0   14.0   116.6896   -73.3931   0.0      4.9    52.5      0000000100000000000100  
  -10.605299999999998  318.56963999999994    202149.0   0.18     0.035                  104.9   5.6    39.9187    -36.4786   0.0      6.5    190.5     0000000000001000000000  
  -10.5979             90.46010999999999     40967.0    0.23     0.035                  24.9    4.4    216.9505   -15.7656   0.1      4.9    231.0     0000000000001000000000  
  -10.567099999999998  249.28970999999996    149757.0   1.295    0.023000000000000003   126.1   0.5    6.2812     23.5876    0.3      2.6    163.0     0000000100000000011001  
  -10.522999999999998  257.449665            155078.0   0.04     0.035                  14.0    23.6   11.1485    16.9887    0.0      5.6    25.1      0000000000001000000000  
  -10.5094             1.1255099999999998    225212.0   0.117    0.026000000000000002   133.0   6.3    87.0721    -70.042    0.1      5.2    660.7     0000000100001000000100  
  -10.498              100.55392499999999    48282.0    0.829    0.044000000000000004   165.1   1.5    221.2774   -6.793     0.5      9.0    1213.0    0000000000001010000000  
  -10.454299999999998  106.10638499999999    53367.0    0.6      0.2                    30.0    9.5    223.7092   -1.9006    0.8      7.0    893.0     0000000000000000010000  
  -10.444799999999999  180.18486             104304.0   0.08     0.035                  86.4    12.3   283.1168   50.4661    0.1      5.6    12.6      0000000000001000000000  
  -10.432899999999998  85.12879499999998     37757.0    0.129    0.022000000000000002   25.0    4.9    214.4359   -20.434    ""       ""     ""        0000001000000000000000  
  -10.428799999999999  107.83687499999999    55135.0    0.0      0.2                    0.0     90.0   224.4697   -0.3779    0.2      7.2    488.0     0000000000000000010000  
  -10.423399999999999  15.587999999999997    ""         0.166    0.064                  149.7   10.9   132.1995   -73.0985   ""       9.7    48.0      0000000100000000000000  
  -10.408599999999998  85.19246999999999     37808.0    0.309    0.053000000000000005   48.0    4.9    214.4409   -20.367    -0.1     ""     235.0     0000001000000000000000  
  -10.370999999999999  215.38678499999997    125729.0   0.4      0.035                  72.0    2.5    336.1952   46.5988    0.1      7.4    114.8     0000000000001000000000  
  -10.346499999999999  107.33437499999998    54662.0    0.83     0.2                    145.0   6.9    224.1685   -0.7783    0.4      6.2    1270.0    0000000000000000010000  
  -10.3349             27.865049999999997    11353.0    0.0090   0.006000000000000001   158.1   18.4   165.8822   -68.048    ""       3.9    42.0      0000000100000000000000  
  -10.334499999999998  212.25248999999997    123630.0   0.14     0.035                  65.5    7.1    332.2029   48.0794    0.1      6.5    95.5      0000000000001000000000  
  -10.3288             81.25726499999999     35536.0    0.19     0.032                  44.0    4.8    212.5823   -23.835    0.0      5.6    125.9     0000000000000000000010  
  -10.321799999999998  231.04970999999998    137052.0   0.01     0.035                  21.6    60.3   352.8407   37.3349    0.0      4.9    18.0      0000000000001000000000  
  -10.316199999999998  108.61772999999998    55879.0    0.51     0.2                    142.0   11.1   224.726    0.3549     0.1      6.0    1192.0    0000000000000000010000  
  -10.274              213.22391999999996    124294.0   0.04     0.035                  154.8   23.6   333.5156   47.7021    0.1      4.3    50.1      0000000000001000000000  
  -10.241799999999998  29.290934999999998    11964.0    0.024    0.009000000000000001   96.4    10.6   168.5787   -67.0893   ""       6.5    56.0      0000000100000000000000  
  -10.217699999999999  287.31181499999997    178487.0   1.52     0.2                    9.0     3.8    25.7844    -8.5622    0.4      8.7    2290.9    0000000000000000010000  
  -10.181899999999999  17.146935             6805.0     0.0010   0.011000000000000001   93.8    79.7   137.1595   -72.5782   0.0      3.6    36.3      0000000100000000000100  
  -10.124999999999998  281.68051499999996    173638.0   0.81     0.035                  178.1   1.2    23.3758    -3.5624    0.3      5.8    524.8     0000000000001000000000  
  -10.102899999999998  197.70935999999998    114466.0   0.12     0.046000000000000006   61.5    10.9   310.7858   52.4727    0.0      8.1    316.2     0000000000001000000000  
  -10.064099999999998  242.99999999999997    145570.0   0.17     0.12000000000000001    5.0     19.4   2.5408     28.812     0.0      4.9    42.0      0000000000000000001000  
  -10.0437             112.14311999999998    59211.0    0.37     0.2                    28.0    15.1   226.1163   3.5462     0.1      6.6    328.0     0000000000000000010000  
  -10.032099999999998  123.49343999999998    68856.0    0.87     0.044000000000000004   166.9   1.4    231.7068   13.2619    0.2      8.0    288.4     0000000000001000000000  
  -9.979199999999999   16.40376              6482.0     0.031    0.033                  116.4   28.0   134.6324   -72.5281   0.0      6.1    95.5      0000000000101000000100  
  -9.9613              45.48371999999999     18885.0    0.019    0.033                  118.8   41.0   190.0326   -54.8002   0.2      5.8    66.1      0000000000101000000000  
  -9.898399999999999   275.96768999999995    ""         0.55     0.18000000000000002    46.0    9.3    20.9874    1.5367     0.7      9.8    1232.0    0000000000000010000000  
  -9.875099999999998   180.29282999999998    104382.0   0.11     0.066                  52.2    16.7   282.9999   51.041     0.0      8.9    363.1     0000000000001000000000  
  -9.8569              90.13004999999998     40761.0    1.299    0.22100000000000003    45.0    4.9    216.1103   -15.7398   ""       ""     ""        0000001000000000000000  
  -9.852599999999999   162.43117499999997    93833.0    0.06     0.035                  26.0    16.3   260.1749   42.6924    0.1      5.8    57.5      0000000000001000000000  
  -9.839299999999998   16.521375             6530.0     0.14     0.032                  140.0   6.5    134.924    -72.3692   0.0      5.6    108.0     0000000000000000000100  
  -9.8211              34.06545              14044.0    0.014    0.018000000000000002   153.7   32.7   176.0876   -63.5524   ""       7.2    50.0      0000000100000000000000  
  -9.8151              266.28209999999996    161306.0   3.69     0.085                  67.5    0.7    16.423     9.9316     0.9      8.3    875.0     0000000000001000010000  
  -9.8022              174.17062499999997    100889.0   0.032    0.031000000000000003   32.6    25.8   274.2498   48.8617    0.0      4.7    66.0      0000000000001000001000  
  -9.785499999999999   16.942169999999997    6706.0     0.07     0.032                  152.0   12.9   136.226    -72.2345   0.0      5.9    47.9      0000000000000000000100  
  -9.765099999999999   55.81231499999999     23249.0    0.04     0.12000000000000001    97.0    56.3   198.0898   -45.9964   0.0      3.5    11.5      0000000000000000001000  
  -9.761299999999999   350.46191999999996    220172.0   0.153    0.023000000000000003   150.3   4.3    68.1008    -62.6538   0.0      7.5    741.0     0000000100000000000000  
  -9.758399999999998   274.35065999999995    167833.0   0.8      0.041                  123.0   1.5    20.3615    3.0088     0.2      ""     84.0      0000100000000000000000  
  -9.731499999999999   49.582409999999996    20572.0    0.18     0.04800000000000001    174.0   7.6    193.3375   -51.2759   0.0      8.2    660.7     0000000000001000000000  
  -9.706599999999998   84.87848999999999     37635.0    0.272    0.07500000000000001    39.7    7.8    213.623    -20.3458   0.0      6.5    269.0     0000000000000000010010  
  -9.669599999999999   86.93911499999999     38771.0    0.499    0.07500000000000001    34.8    4.3    214.5144   -18.4963   0.1      2.0    383.5     0000000000000000011001  
  -9.647099999999998   359.38854             224383.0   0.016    0.028000000000000004   115.1   41.2   84.3648    -68.3846   ""       7.8    40.0      0000000100000000000000  
  -9.6107              349.74020999999993    219832.0   0.011    0.0080                 108.9   20.0   67.3134    -62.0252   0.0      5.2    62.0      0000000100000000000000  
  -9.584699999999998   277.08389999999997    ""         0.78     0.18000000000000002    147.0   6.6    21.7778    0.7096     1.0      10.4   927.0     0000000000000010000000  
  -9.569499999999998   3.7270949999999994    1064.0     0.069    0.011000000000000001   140.7   4.6    95.0637    -70.4388   0.0      5.5    112.0     0000000100000000000100  
  -9.5581              89.76794999999998     40536.0    0.05     0.032                  79.0    17.7   215.6698   -15.9324   0.0      5.0    10.0      0000000000000000000010  
  -9.538899999999998   193.58822999999998    112142.0   0.267    0.036000000000000004   65.7    3.9    304.1355   53.326     0.0      4.9    144.5     0000000000001000001000  
  -9.498899999999999   359.08957499999997    224253.0   0.249    0.045000000000000005   62.2    5.2    83.9349    -68.0958   ""       9.0    40.0      0000000100000000000000  
  -9.4583              53.23508999999999     22049.0    0.0070   0.010000000000000002   147.6   35.5   195.8466   -48.0492   0.0      3.7    3.2       0000000100101000001000  
  -9.403999999999998   24.406484999999996    10009.0    0.012    0.014000000000000002   11.4    30.3   156.7021   -69.1897   ""       6.4    38.0      0000000100000000000000  
  -9.402899999999999   77.77897499999999     33611.0    0.152    0.026000000000000002   94.0    4.9    210.0306   -26.5312   ""       ""     ""        0000001000000000000000  
